"Snake_ID","season","pythons.removed","males","females","avg.total","avg.m","avg.f","ground","peak","search","MCP_sqmi","MCP.core.A_sqmi","MCP.core.B_sqmi","df.inactive.days","trapdays.corrected.breeding.season","min.dist.mi.corrected","min.dist.core.A.mi","min.dist.core.B.mi","sample.size","sample.size.core.A","sample.size.core.B","overlap","tracked_years"
"PYBI_19-T","2022-2023",0,0,0,0,0,0,0,0,"0",0.13,0,0,0,93,2.46,0,0,4,1,1,NA,NA
"PYBI_19-T","2023-2024",0,0,0,0,0,0,0,0,"0",0.04,NA,0,0,NA,1.59,0,0,3,0,1,NA,NA
"PYBI_19-T","2024-2025",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_19","2014-2015",0,0,0,0,0,0,13,13,"13",0.53,0.04,0.05,0,64,4.07,0.66,0.79,25,12,13,NA,NA
"PYBI_19","2015-2016",3,2,1,37.57,25.8,61.1,15,12,"11",1.21,0.34,0.02,0,169,10.85,2.14,1.11,37,10,8,NA,NA
"PYBI_19","2016-2017",1,0,1,90,0,90,21,19,"18",2.37,0.31,0.31,0,176,11.58,4.24,3.08,35,19,13,NA,NA
"PYBI_19","2017-2018",0,0,0,0,0,0,15,12,"11",2.92,0.57,0.25,20,149,11.74,4.79,4.38,30,10,9,NA,NA
"PYBI_19","2017-2018",0,0,0,0,0,0,15,12,"11",2.92,0.57,0.25,0,149,11.74,4.79,4.38,30,10,9,NA,NA
"PYBI_19","2018-2019",1,0,1,37.3,0,37.3,23,16,"13",3.09,0.12,0.12,0,148,9.35,1.26,1.09,29,10,9,NA,NA
"PYBI_19","2019-2020",2,1,1,26.8,12.8,40.8,19,15,"9",1.75,0.38,0.32,0,146,9.44,3.49,3.27,28,11,10,NA,NA
"PYBI_19","2019-2020",2,1,1,26.8,12.8,40.8,19,15,"9",1.75,0.38,0.32,1,146,9.44,3.49,3.27,28,11,10,NA,NA
"PYBI_19","2020-2021",1,0,1,57.3,0,57.3,14,6,"2",1.6,0.13,0.05,0,100,5.47,2,1.29,13,7,6,NA,NA
"PYBI_19","2021-2022",0,0,0,0,0,0,11,6,"2",1,0.28,0.2,0,130,5.19,1.69,1.42,14,7,6,NA,NA
"PYBI_19","2022-2023",1,0,1,28.2,0,28.2,8,3,"1",0.74,0,0.02,0,154,5.48,0.32,0.58,13,3,3,NA,NA
"PYBI_19","2023-2024",0,0,0,0,0,0,7,4,"1",0.41,0.41,0.41,0,99,4.12,3.47,3.47,10,7,7,NA,NA
"PYBI_19","2023-2024",0,0,0,0,0,0,7,4,"1",0.41,0.41,0.41,22,99,4.12,3.47,3.47,10,7,7,NA,NA
"PYBI_19","2024-2025",5,4,1,40.96,27.58,94.5,6,3,"2",0.37,0.03,0.02,0,85,2.53,0.72,0.4,7,5,4,NA,NA
"PYBI_20-T","2015-2016",0,0,0,0,0,0,0,0,"0",0.02,NA,0,0,171,0.55,0,0,4,0,1,NA,NA
"PYBI_20","2014-2015",0,0,0,0,0,0,11,10,"10",0.42,0,0,0,42,5.29,0.14,0.22,32,5,8,NA,NA
"PYBI_20","2015-2016",0,0,0,0,0,0,14,2,"1",0.48,0.05,0.07,0,169,5.44,0.8,0.92,22,6,6,NA,NA
"PYBI_20","2016-2017",0,0,0,0,0,0,6,5,"4",0.24,0.02,0.02,0,175,2.85,0.57,0.81,16,5,6,NA,NA
"PYBI_21-T","2015-2016",0,0,0,0,0,0,0,0,"0",0,0,NA,0,4,0.24,0.24,0,2,2,0,NA,NA
"PYBI_21-T","2016-2017",0,0,0,0,0,0,0,0,"0",0,0,NA,0,NA,1.19,0,0,2,1,0,NA,NA
"PYBI_21-T","2017-2018",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,10,0.34,0,0,2,0,0,NA,NA
"PYBI_21-T","2018-2019",0,0,0,0,0,0,0,0,"0",2.74,NA,NA,0,13,6.64,0,0,8,0,0,NA,NA
"PYBI_21-T","2019-2020",0,0,0,0,0,0,0,0,"0",1.25,0,0,0,77,4.55,0.48,0,7,2,1,NA,NA
"PYBI_21-T","2020-2021",0,0,0,0,0,0,0,0,"0",0,0,NA,0,NA,0,0,0,1,1,0,NA,NA
"PYBI_21","2014-2015",0,0,0,0,0,0,0,0,"0",1.55,NA,NA,0,NA,3.53,0,0,6,0,0,NA,NA
"PYBI_21","2015-2016",2,0,2,111.75,0,111.75,28,14,"6",1.21,0.24,0.24,0,175,12.82,6.14,5.49,41,17,16,NA,NA
"PYBI_21","2016-2017",11,6,5,34.15,17.22,54.46,39,36,"11",7,0.34,0.34,0,170,16.84,4.07,4.07,53,27,30,NA,NA
"PYBI_21","2017-2018",2,0,2,74.5,0,74.5,31,24,"16",4.84,0.05,0.04,0,155,12.06,1.2,0.92,47,16,14,NA,NA
"PYBI_21","2018-2019",4,2,2,46.77,17.75,75.8,26,16,"17",5.14,0.29,0.2,0,163,14.97,4.7,4.81,43,18,20,NA,NA
"PYBI_21","2018-2019",4,2,2,46.77,17.75,75.8,26,16,"17",5.14,0.29,0.2,14,163,14.97,4.7,4.81,43,18,20,NA,NA
"PYBI_21","2019-2020",3,1,2,83.23,53.4,98.15,26,19,"7",2.29,0.19,0.08,0,162,9.23,2.07,1.91,29,11,10,NA,NA
"PYBI_21","2020-2021",4,2,2,42.75,25.8,59.7,18,15,"7",7.09,3.77,1.06,0,165,11.64,5.81,4.08,19,11,11,NA,NA
"PYBI_22-T","2015-2016",0,0,0,0,0,0,0,0,"0",0,0,0,0,35,0.63,0,0,2,1,1,NA,NA
"PYBI_22-T","2016-2017",0,0,0,0,0,0,0,0,"0",0,0,0,0,80,0.21,0,0,2,1,1,NA,NA
"PYBI_22-T","2017-2018",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_22","2015-2016",3,2,1,0,0,103.2,33,17,"6",1.23,0.14,0.03,0,143,9.85,1.49,1.21,52,21,23,NA,NA
"PYBI_22","2016-2017",1,0,1,90.5,0,90.5,12,8,"9",2.89,0.45,0.48,0,162,14.44,4.18,3.57,32,11,11,NA,NA
"PYBI_22","2017-2018",3,1,2,49.67,13.9,67.55,24,20,"18",1.41,0.12,0.08,0,178,9.11,1.67,1.29,35,14,15,NA,NA
"PYBI_23","2015-2016",4,3,1,37.05,38.07,34,21,14,"14",0.02,0,0,0,90,1.05,0.88,0.87,25,21,19,NA,NA
"PYBI_24-T","2015-2016",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_24-T","2016-2017",0,0,0,0,0,0,0,0,"0",0,0,0,0,20,0.22,0,0.22,2,1,2,NA,NA
"PYBI_24-T","2017-2018",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0.08,0,0,2,0,0,NA,NA
"PYBI_24-T","2018-2019",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_24","2015-2016",0,0,0,0,0,0,5,2,"0",1.49,0.22,0.22,0,84,7.1,1.95,1.56,21,8,6,NA,NA
"PYBI_24","2016-2017",3,0,3,59.43,0,59.43,6,4,"4",2.36,0.25,0.25,0,175,9.69,1.71,1.71,21,7,7,NA,NA
"PYBI_24","2017-2018",0,0,0,0,0,0,7,4,"6",1.16,0.09,0.04,0,150,5.18,1.21,0.92,18,9,8,NA,NA
"PYBI_24","2017-2018",0,0,0,0,0,0,7,4,"6",1.16,0.09,0.04,19,150,5.18,1.21,0.92,18,9,8,NA,NA
"PYBI_24","2018-2019",0,0,0,0,0,0,5,0,"1",0.07,NA,NA,0,46,2.6,0,0,7,0,0,NA,NA
"PYBI_26-T","2015-2016",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0.95,0,0,2,0,0,NA,NA
"PYBI_26-T","2016-2017",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_26","2015-2016",0,0,0,0,0,0,14,11,"7",1.26,0,0.01,0,29,4.8,0.08,0.44,31,7,10,NA,NA
"PYBI_26","2016-2017",1,1,0,33.2,33.2,0,21,17,"16",0.66,0.05,0.05,0,175,4.72,1.67,1.94,31,10,12,NA,NA
"PYBI_27-T","2016-2017",0,0,0,0,0,0,0,0,"0",0,0,0,0,71,1.51,0,0,2,1,1,NA,NA
"PYBI_27-T","2017-2018",0,0,0,0,0,0,0,0,"0",0.63,0,NA,0,NA,2.84,0,0,3,1,0,NA,NA
"PYBI_27-T","2018-2019",0,0,0,0,0,0,0,0,"0",0,0,0,0,31,0.15,0.15,0,2,2,1,NA,NA
"PYBI_27-T","2021-2022",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_27-T","2022-2023",0,0,0,0,0,0,0,0,"0",0.89,0.06,0,0,110,5.05,0.98,0.2,5,3,2,NA,NA
"PYBI_27-T","2023-2024",0,0,0,0,0,0,0,0,"0",0.15,0.01,0.01,0,90,2.8,0.67,0.67,5,4,4,NA,NA
"PYBI_27-T","2024-2025",0,0,0,0,0,0,0,0,"0",0,0,NA,0,22,0.36,0,0,2,1,0,NA,NA
"PYBI_27","2015-2016",0,0,0,0,0,0,0,0,"0",1.5,NA,NA,0,NA,7.62,0,0,21,0,0,NA,NA
"PYBI_27","2016-2017",0,0,0,0,0,0,0,0,"0",2.12,0.8,0.8,0,176,15.63,4.56,3.98,39,18,11,NA,NA
"PYBI_27","2017-2018",0,0,0,0,0,0,10,7,"15",1.76,0.35,0.2,8,153,8.51,2.28,1.7,33,13,11,NA,NA
"PYBI_27","2017-2018",0,0,0,0,0,0,10,7,"15",1.76,0.35,0.2,7,153,8.51,2.28,1.7,33,13,11,NA,NA
"PYBI_27","2017-2018",0,0,0,0,0,0,10,7,"15",1.76,0.35,0.2,0,153,8.51,2.28,1.7,33,13,11,NA,NA
"PYBI_27","2018-2019",0,0,0,0,0,0,18,11,"11",2.8,0.15,0.15,0,142,6.88,1.87,1.65,18,11,9,NA,NA
"PYBI_27","2021-2022",0,0,0,0,0,0,2,0,"",0.6,0,0.03,0,7,3.78,0.41,0.92,8,2,3,NA,NA
"PYBI_27","2021-2022",0,0,0,0,0,0,2,0,"",0.6,0,0.03,13,7,3.78,0.41,0.92,8,2,3,NA,NA
"PYBI_27","2022-2023",0,0,0,0,0,0,12,5,"2",1.76,0.52,0.52,0,156,7.73,3.41,3.41,14,6,7,NA,NA
"PYBI_27","2023-2024",0,0,0,0,0,0,11,2,"2",3.1,0.23,0.19,0,105,8.61,2.38,1.83,12,6,5,NA,NA
"PYBI_27","2024-2025",4,3,1,59.18,32.43,139.4,7,3,"3",0.35,0.26,0.31,0,74,2.39,1.97,2.02,7,6,6,NA,NA
"PYBI_27","2024-2025",4,3,1,59.18,32.43,139.4,7,3,"3",0.35,0.26,0.31,13,74,2.39,1.97,2.02,7,6,6,NA,NA
"PYBI_28-T","2016-2017",0,0,0,0,0,0,0,0,"0",0,0,0,0,NA,0,0,0,1,1,1,NA,NA
"PYBI_28-T","2017-2018",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,2.8,0,0,2,0,0,NA,NA
"PYBI_28-T","2018-2019",0,0,0,0,0,0,0,0,"0",0.48,0,0,0,130,2.46,0,0.68,5,1,2,NA,NA
"PYBI_28-T","2019-2020",0,0,0,0,0,0,0,0,"0",0.04,NA,NA,0,4,1.15,0,0,4,0,0,NA,NA
"PYBI_28-T","2020-2021",0,0,0,0,0,0,0,0,"0",0.13,0,0,0,171,2.34,0.16,0,8,2,1,NA,NA
"PYBI_28-T","2021-2022",0,0,0,0,0,0,0,0,"0",1.16,0.05,0.01,0,123,4.53,1.28,0.53,11,5,4,NA,NA
"PYBI_28-T","2022-2023",0,0,0,0,0,0,0,0,"0",0.03,NA,0,0,144,0.68,0,0,3,0,1,NA,NA
"PYBI_28-T","2023-2024",0,0,0,0,0,0,0,0,"0",0,0,0,0,NA,2.62,0,0,2,1,1,NA,NA
"PYBI_28","2015-2016",0,0,0,0,0,0,2,2,"0",0.36,NA,NA,0,NA,4.11,0,0,18,0,0,NA,NA
"PYBI_28","2016-2017",0,0,0,0,0,0,21,16,"13",2.64,0.59,0.53,0,154,12.98,6.26,6.12,29,16,16,NA,NA
"PYBI_28","2017-2018",0,0,0,0,0,0,10,9,"9",3.55,0.36,0.36,0,158,7.11,2.63,2.41,23,9,9,NA,NA
"PYBI_28","2018-2019",0,0,0,0,0,0,18,10,"10",1.49,0.38,0.36,0,141,10.14,2.79,2.52,27,11,9,NA,NA
"PYBI_28","2019-2020",0,0,0,0,0,0,19,8,"3",1.22,0.35,0.4,2,149,12.09,4.49,4.34,23,10,9,NA,NA
"PYBI_28","2019-2020",0,0,0,0,0,0,19,8,"3",1.22,0.35,0.4,0,149,12.09,4.49,4.34,23,10,9,NA,NA
"PYBI_28","2020-2021",0,0,0,0,0,0,13,4,"2",1.66,0.06,0.18,0,132,11.03,1.45,2.09,18,5,6,NA,NA
"PYBI_28","2021-2022",1,0,1,124.6,0,124.6,9,3,"1",0.21,0,0,0,116,2.53,0.83,0.67,7,2,2,NA,NA
"PYBI_28","2021-2022",1,0,1,124.6,0,124.6,9,3,"1",0.21,0,0,18,116,2.53,0.83,0.67,7,2,2,NA,NA
"PYBI_28","2022-2023",3,2,1,51.1,35.6,82.1,7,4,"3",0.73,0.05,0.05,0,124,4.79,1.38,1.36,13,5,4,NA,NA
"PYBI_28","2023-2024",1,0,1,42.7,0,42.7,11,3,"3",2.12,0.18,0.16,0,105,7.47,2.41,2.32,15,9,8,NA,NA
"PYBI_28","2024-2025",0,0,0,0,0,0,2,2,"1",0.28,NA,NA,11,30,3.73,0,0,4,0,0,NA,NA
"PYBI_28","2024-2025",0,0,0,0,0,0,2,2,"1",0.28,NA,NA,0,30,3.73,0,0,4,0,0,NA,NA
"PYBI_29-T","2015-2016",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0.19,0,0,2,0,0,NA,NA
"PYBI_29-T","2016-2017",0,0,0,0,0,0,0,0,"0",0.02,NA,NA,0,20,0.39,0,0,4,0,0,NA,NA
"PYBI_29-T","2017-2018",0,0,0,0,0,0,0,0,"0",0,0,0,0,29,0.85,0.85,0.85,2,2,2,NA,NA
"PYBI_29","2015-2016",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_29","2016-2017",1,0,1,106.3,0,106.3,33,25,"24",3.36,0.3,0.14,0,175,12.42,2.47,1.83,42,18,18,NA,NA
"PYBI_29","2017-2018",1,0,1,78.7,0,78.7,19,14,"13",1.31,0.51,0.28,0,176,7.9,3.35,2.84,24,11,9,NA,NA
"PYBI_29","2018-2019",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_30","2016-2017",1,1,0,35.2,35.2,0,28,28,"25",0.64,0,0,0,144,4.31,0.2,0.2,45,18,17,NA,NA
"PYBI_30","2017-2018",2,2,0,21.55,21.55,0,25,22,"20",0.14,0.1,0.08,0,156,2.81,1.08,0.96,28,12,10,NA,NA
"PYBI_31-T","2017-2018",0,0,0,0,0,0,0,0,"0",0.54,0.04,0.04,0,125,5,2.04,2.04,10,3,3,NA,NA
"PYBI_31-T","2018-2019",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,28,5.9,0,0,2,0,0,NA,NA
"PYBI_31","2016-2017",2,2,0,14.55,14.55,0,10,10,"10",17.73,1.37,1.37,0,118,22.78,5.64,5.64,27,12,12,NA,NA
"PYBI_31","2017-2018",0,0,0,0,0,0,17,6,"8",2.86,0.39,0.21,0,127,12.01,4.13,3.31,26,11,9,NA,NA
"PYBI_31","2017-2018",0,0,0,0,0,0,17,6,"8",2.86,0.39,0.21,28,127,12.01,4.13,3.31,26,11,9,NA,NA
"PYBI_31","2018-2019",1,0,1,111,0,111,7,3,"3",1.13,NA,NA,0,41,4.25,0,0,7,0,0,NA,NA
"PYBI_31","2020-2021",0,0,0,0,0,0,0,0,"0",0,0,0,0,NA,0,0,0,1,1,1,NA,NA
"PYBI_32-T","2016-2017",0,0,0,0,0,0,0,0,"0",0,NA,0,0,NA,0.95,0,0,2,0,1,NA,NA
"PYBI_32","2016-2017",2,0,2,47.7,0,47.7,18,16,"16",9.3,0.63,0.63,0,104,16.39,3.48,3.16,31,17,18,NA,NA
"PYBI_32","2017-2018",8,6,2,44.5,23.8,106.6,20,17,"17",9.17,0.06,0.06,0,169,19.45,3.17,3.07,35,14,13,NA,NA
"PYBI_32","2018-2019",1,0,1,124.9,0,124.9,4,3,"3",1.25,0,0,0,85,5.15,0.31,0.17,8,3,2,NA,NA
"PYBI_33-T","2018-2019",0,0,0,0,0,0,0,0,"0",0,0,0,0,NA,2.36,0,0,2,1,1,NA,NA
"PYBI_33-T","2019-2020",0,0,0,0,0,0,0,0,"0",2.53,NA,NA,0,NA,4.69,0,0,4,0,0,NA,NA
"PYBI_33-T","2020-2021",0,0,0,0,0,0,0,0,"0",0.14,NA,NA,0,NA,3.03,0,0,3,0,0,NA,NA
"PYBI_33-T","2021-2022",0,0,0,0,0,0,0,0,"0",0,0,NA,0,NA,0,0,0,1,1,0,NA,NA
"PYBI_33","2016-2017",0,0,0,0,0,0,11,9,"7",1.08,0.2,0.2,0,72,4.65,1.86,1.64,25,13,12,NA,NA
"PYBI_33","2017-2018",0,0,0,0,0,0,19,18,"17",11.72,0.09,0.14,2,173,12.2,1.67,1.83,30,8,11,NA,NA
"PYBI_33","2017-2018",0,0,0,0,0,0,19,18,"17",11.72,0.09,0.14,0,173,12.2,1.67,1.83,30,8,11,NA,NA
"PYBI_33","2018-2019",0,0,0,0,0,0,12,9,"10",20.95,3.5,2.89,0,163,27.96,8.92,6.93,30,12,11,NA,NA
"PYBI_33","2019-2020",1,0,1,108.9,0,108.9,17,16,"6",19.23,3.15,3.15,0,144,20.99,8.38,7.16,31,16,14,NA,NA
"PYBI_33","2020-2021",4,2,2,65.17,22.15,108.2,9,8,"6",1.27,0.03,0.06,0,168,9.33,1.21,1.84,19,8,9,NA,NA
"PYBI_33","2021-2022",0,0,0,0,0,0,5,5,"2",3.61,1.1,0,0,68,7.07,3.52,0.58,9,4,2,NA,NA
"PYBI_34-T","2017-2018",0,0,0,0,0,0,0,0,"0",0.05,0,0,0,62,2.5,0,1.23,3,1,2,NA,NA
"PYBI_34-T","2018-2019",0,0,0,0,0,0,0,0,"0",4.83,NA,NA,0,56,8.85,0,0,6,0,0,NA,NA
"PYBI_34-T","2019-2020",0,0,0,0,0,0,0,0,"0",6.34,NA,0,0,163,12.86,0,0,10,0,1,NA,NA
"PYBI_34-T","2020-2021",0,0,0,0,0,0,0,0,"0",3.92,0,0,0,111,7.82,0,0,8,1,1,NA,NA
"PYBI_34-T","2021-2022",0,0,0,0,0,0,0,0,"0",2.51,NA,NA,0,44,7.12,0,0,9,0,0,NA,NA
"PYBI_34-T","2022-2023",0,0,0,0,0,0,0,0,"0",0.43,NA,NA,0,36,3.5,0,0,4,0,0,NA,NA
"PYBI_34-T","2023-2024",0,0,0,0,0,0,0,0,"0",0.24,NA,0,0,134,2.17,0,0,3,0,1,NA,NA
"PYBI_34-T","2024-2025",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_34","2016-2017",1,0,1,28.3,0,28.3,18,18,"16",9.68,1.25,1.15,0,98,16.54,6.99,6.55,37,16,18,NA,NA
"PYBI_34","2017-2018",0,0,0,0,0,0,22,12,"12",6.43,0.4,0.24,0,176,17.66,2.76,2.31,34,15,13,NA,NA
"PYBI_34","2018-2019",0,0,0,0,0,0,22,18,"19",5.43,1.23,0.05,0,155,12.81,4.33,1.2,33,10,9,NA,NA
"PYBI_34","2019-2020",4,2,2,37.38,12.95,61.8,27,20,"9",7.46,0.44,0.43,0,136,12.59,2.65,2.32,29,17,14,NA,NA
"PYBI_34","2020-2021",6,3,3,52.3,17.5,87.1,13,9,"5",3.89,0.21,0.24,0,158,10.24,2.3,2.34,23,10,10,NA,NA
"PYBI_34","2021-2022",4,2,2,74.35,31.3,117.4,16,8,"5",1.77,1.24,1.14,0,153,8.02,4.49,4.15,15,9,8,NA,NA
"PYBI_34","2022-2023",4,1,3,98.35,11,127.47,12,8,"6",3.47,1.05,1.05,0,154,8.44,4.24,3.86,19,10,10,NA,NA
"PYBI_34","2023-2024",2,0,2,108.75,0,108.75,12,9,"5",3.22,1,0.53,0,120,10.95,5.47,4.27,19,11,11,NA,NA
"PYBI_34","2024-2025",1,0,1,140.5,0,140.5,15,9,"8",2.09,0.14,0.04,0,142,4.78,1.71,1.16,18,11,12,NA,NA
"PYBI_35-T","2016-2017",0,0,0,0,0,0,0,0,"0",0.16,0,0,0,21,1.63,0.5,0.5,3,2,2,NA,NA
"PYBI_35-T","2017-2018",0,0,0,0,0,0,0,0,"0",0.04,NA,NA,0,27,2.11,0,0,4,0,0,NA,NA
"PYBI_35-T","2018-2019",0,0,0,0,0,0,0,0,"0",0.85,0,0,0,122,4.24,0.14,0.14,12,2,2,NA,NA
"PYBI_35-T","2019-2020",0,0,0,0,0,0,0,0,"0",0.85,0.04,0.16,0,147,6.21,0.94,1.44,12,3,4,NA,NA
"PYBI_35-T","2020-2021",0,0,0,0,0,0,0,0,"0",1.17,0.22,0.16,0,123,4.2,1.47,1.2,13,5,3,NA,NA
"PYBI_35-T","2021-2022",0,0,0,0,0,0,0,0,"0",0.64,0,0,0,97,2.44,1.09,1.09,7,2,2,NA,NA
"PYBI_35-T","2022-2023",0,0,0,0,0,0,0,0,"0",3.2,0,0,0,153,8.17,0.81,0.27,14,2,2,NA,NA
"PYBI_35-T","2023-2024",0,0,0,0,0,0,0,0,"0",0,0,0,0,38,0.1,0.1,0.1,3,3,3,NA,NA
"PYBI_35-T","2024-2025",0,0,0,0,0,0,0,0,"0",0.08,0,0,0,123,1.39,0.18,0.18,3,2,2,NA,NA
"PYBI_35","2016-2017",6,4,2,37.92,21.32,71.1,13,11,"10",1.1,0.38,0.38,0,91,7.95,4.16,4.16,30,11,11,NA,NA
"PYBI_35","2017-2018",2,0,2,65.5,0,65.5,24,17,"16",0.73,0.24,0.26,0,154,7.31,2.96,2.6,34,14,12,NA,NA
"PYBI_35","2018-2019",3,1,2,57.2,32.2,69.7,21,13,"13",1.27,0.24,0.18,0,153,6.18,2.11,2.06,26,11,10,NA,NA
"PYBI_35","2019-2020",0,0,0,0,0,0,23,12,"6",3.41,0.6,0.6,0,130,12.26,4.55,3.38,26,14,10,NA,NA
"PYBI_35","2020-2021",4,3,1,49.02,41.13,72.7,12,8,"4",1.15,0.08,0.1,0,172,4.99,1.17,1.28,17,6,7,0.11,5
"PYBI_35","2021-2022",4,3,1,58.3,27.57,150.5,8,4,"4",0.53,0.08,0.03,0,121,3.44,1.38,0.65,10,5,3,NA,NA
"PYBI_35","2022-2023",1,0,1,105.8,0,105.8,13,3,"1",1.57,0.04,0.05,0,139,2.98,0.68,0.77,9,4,5,NA,NA
"PYBI_35","2023-2024",3,1,2,47.97,37.4,53.25,8,4,"3",1.25,0.01,0.01,0,126,5.98,0.66,0.58,12,3,3,NA,NA
"PYBI_35","2024-2025",0,0,0,0,0,0,10,4,"3",1.3,0.64,0.17,0,119,6.25,3.1,1.75,12,10,8,NA,NA
"PYBI_36","2016-2017",0,0,0,0,0,0,2,2,"1",2.28,NA,0,0,8,6.22,0,0,14,0,1,NA,NA
