"Snake_ID","season","pythons.removed","males","females","avg.total","avg.m","avg.f","ground","peak","search","MCP_sqmi","MCP.core.A_sqmi","MCP.core.B_sqmi","df.inactive.days","trapdays.corrected.breeding.season","min.dist.mi.corrected","min.dist.core.A.mi","min.dist.core.B.mi","sample.size","sample.size.core.A","sample.size.core.B","overlap","tracked_years"
"PYBI_36","2017-2018",1,1,0,35.1,35.1,0,16,12,"12",1.04,0.02,0,0,87,4.5,0.72,0.31,18,4,2,NA,NA
"PYBI_37-T","2016-2017",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_37-T","2017-2018",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_37-T","2018-2019",0,0,0,0,0,0,0,0,"0",0.29,0,0,0,128,2.41,0.77,0.65,6,3,2,NA,NA
"PYBI_37","2016-2017",0,0,0,0,0,0,2,2,"1",2.15,NA,0,0,18,5.04,0,0,14,0,1,NA,NA
"PYBI_37","2017-2018",0,0,0,0,0,0,25,17,"14",1.73,1.24,1.08,0,158,14.02,5.63,5.03,34,14,13,NA,NA
"PYBI_37","2018-2019",0,0,0,0,0,0,18,5,"4",0.63,0.18,0.46,0,161,5.59,1.69,2.77,15,6,7,0.58,3
"PYBI_38","2016-2017",0,0,0,0,0,0,0,0,"0",2.77,NA,NA,0,NA,9.24,0,0,13,0,0,NA,NA
"PYBI_38","2017-2018",1,0,1,94.7,0,94.7,22,18,"18",0.25,0.05,0.05,0,164,3.63,1.35,1.41,25,14,15,NA,NA
"PYBI_39-T","2017-2018",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_39-T","2018-2019",0,0,0,0,0,0,0,0,"0",0.07,0,NA,0,NA,0.99,0,0,4,1,0,NA,NA
"PYBI_39-T","2019-2020",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_39","2017-2018",3,1,2,37.7,24,44.55,16,15,"14",0.13,0.11,0.12,0,101,4.86,2.92,3.54,27,14,14,NA,NA
"PYBI_39","2018-2019",2,1,1,34.55,17.7,51.4,32,23,"22",1.48,0.33,0.2,0,154,8.91,2.81,2.34,36,17,17,0.26,2
"PYBI_39","2024-2025",0,0,0,0,0,0,0,0,"",0,0,0,7,0,0,1.03,1.03,2,2,2,NA,NA
"PYBI_39","2024-2025",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,1.03,1.03,2,2,2,NA,NA
"PYBI_40-T","2017-2018",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_40-T","2018-2019",0,0,0,0,0,0,0,0,"0",0,0,0,0,NA,1.99,0,0,2,1,1,NA,NA
"PYBI_40","2017-2018",3,1,2,46.17,25.6,56.45,20,19,"19",1.31,0.04,0.07,0,101,8.43,2.07,2.6,32,18,18,NA,NA
"PYBI_40","2018-2019",0,0,0,0,0,0,20,11,"10",2.32,0.85,0.85,0,156,14.84,3.91,3.67,34,13,13,0.21,2
"PYBI_40","2019-2020",0,0,0,0,0,0,1,1,"3 aerial",0.93,0,0,0,134,2.72,0,0,8,1,1,NA,NA
"PYBI_41-T","2017-2018",0,0,0,0,0,0,0,0,"0",0.09,0,0,0,33,2.44,0.73,0.73,4,2,2,NA,NA
"PYBI_41-T","2018-2019",0,0,0,0,0,0,0,0,"0",0.2,0,0,0,98,4.48,0,0,4,1,1,NA,NA
"PYBI_41","2017-2018",0,0,0,0,0,0,13,8,"8",0.39,0.14,0.14,0,74,5.21,2,2.25,17,9,11,NA,NA
"PYBI_41","2018-2019",0,0,0,0,0,0,20,17,"17",4.7,1,0.27,0,158,10.9,4.4,2.59,25,14,13,0.17,2
"PYBI_42-T","2017-2018",0,0,0,0,0,0,0,0,"0",0.09,0.01,0.01,0,58,2.02,0.46,0.77,6,3,4,NA,NA
"PYBI_42-T","2018-2019",0,0,0,0,0,0,0,0,"0",0.37,0.02,0.02,0,118,5.49,0.6,0.6,13,4,4,NA,NA
"PYBI_42-T","2019-2020",0,0,0,0,0,0,0,0,"0",0.14,0,0,0,123,1.9,0,0,3,1,1,NA,NA
"PYBI_42-T","2021-2022",0,0,0,0,0,0,0,0,"0",0.09,0.08,0.08,0,98,2.61,1.39,1.39,4,3,3,NA,NA
"PYBI_42-T","2022-2023",0,0,0,0,0,0,0,0,"0",0,0,NA,0,NA,0.86,0,0,2,1,0,NA,NA
"PYBI_42-T","2023-2024",0,0,0,0,0,0,0,0,"0",0,0,0,0,NA,0,0,0,1,1,1,NA,NA
"PYBI_42-T","2024-2025",0,0,0,0,0,0,0,0,"0",0,0,0,0,NA,0,0,0,1,1,1,NA,NA
"PYBI_42","2017-2018",0,0,0,0,0,0,12,5,"5",0.62,0.04,0.04,0,47,5.27,1.17,1.17,21,7,7,NA,NA
"PYBI_42","2018-2019",0,0,0,0,0,0,21,7,"5",1.5,0.36,0.74,0,153,10.26,3.16,3.55,26,7,7,NA,NA
"PYBI_42","2019-2020",2,0,2,68,0,68,12,5,"5",0.89,0.32,0.32,0,130,8.95,3.68,3.16,21,10,8,0.46,3
"PYBI_42","2019-2020",2,0,2,68,0,68,12,5,"5",0.89,0.32,0.32,10,130,8.95,3.68,3.16,21,10,8,0.46,3
"PYBI_42","2020-2021",0,0,0,0,0,0,4,3,"1",1.77,0.5,0.72,0,168,8.49,3.13,3.31,14,5,6,0.02,4
"PYBI_42","2021-2022",3,1,2,32.43,29.3,34,9,6,"1",1.46,0.05,0.49,6,143,6.31,0.86,2.25,10,3,4,NA,NA
"PYBI_42","2021-2022",3,1,2,32.43,29.3,34,9,6,"1",1.46,0.05,0.49,0,143,6.31,0.86,2.25,10,3,4,NA,NA
"PYBI_42","2022-2023",3,1,2,55.9,16.1,75.8,8,6,"3",1.26,0.16,0.11,0,126,5.58,1.51,1.42,14,7,7,NA,NA
"PYBI_42","2023-2024",1,0,1,42.6,0,42.6,9,4,"3",0.47,0.43,0.43,0,120,5.34,2.49,2.49,12,7,7,NA,NA
"PYBI_42","2024-2025",1,0,1,121.6,0,121.6,6,4,"3",0.08,0.07,0.04,21,103,1.49,1.26,0.71,9,7,6,NA,NA
"PYBI_42","2024-2025",1,0,1,121.6,0,121.6,6,4,"3",0.08,0.07,0.04,0,103,1.49,1.26,0.71,9,7,6,NA,NA
"PYBI_43-T","2017-2018",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0.89,0,0,2,0,0,NA,NA
"PYBI_43-T","2018-2019",0,0,0,0,0,0,0,0,"0",0.53,0,0,0,122,2.76,0.05,0.05,9,2,2,NA,NA
"PYBI_43-T","2019-2020",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_43-T","2021-2022",0,0,0,0,0,0,0,0,"0",0.2,NA,NA,0,NA,1.79,0,0,4,0,0,NA,NA
"PYBI_43-T","2022-2023",0,0,0,0,0,0,0,0,"0",0.77,0,0,0,55,4.28,0,0,4,1,1,NA,NA
"PYBI_43","2017-2018",2,2,0,19.65,19.65,0,13,13,"12",0.52,0.07,0.07,0,65,3.26,0.95,0.95,24,11,13,NA,NA
"PYBI_43","2018-2019",2,1,1,48.55,18.6,78.5,38,27,"26",2.72,0.26,0.28,0,162,13.43,3.78,4.13,40,17,16,0.16,2
"PYBI_43","2019-2020",0,0,0,0,0,0,10,8,"",0.45,NA,NA,0,29,2.16,0,0,8,0,0,NA,NA
"PYBI_43","2021-2022",0,0,0,0,0,0,12,8,"5",0.79,0.29,0.29,12,155,6.31,3.27,2.94,20,10,9,NA,NA
"PYBI_43","2021-2022",0,0,0,0,0,0,12,8,"5",0.79,0.29,0.29,0,155,6.31,3.27,2.94,20,10,9,NA,NA
"PYBI_43","2022-2023",2,0,2,117.7,0,117.7,9,5,"3",4.84,1.06,0.14,0,126,9,4.12,2.56,12,8,6,NA,NA
"PYBI_44-T","2017-2018",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_44-T","2018-2019",0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0.17,0.17,0.17,2,2,2,NA,NA
"PYBI_44-T","2019-2020",0,0,0,0,0,0,0,0,"0",0.84,0,0,0,10,4.92,0.99,0.99,7,2,2,NA,NA
"PYBI_44-T","2020-2021",0,0,0,0,0,0,0,0,"0",0.91,0.42,0.42,0,138,6.72,2.02,2.02,10,4,4,NA,NA
"PYBI_44-T","2021-2022",0,0,0,0,0,0,0,0,"0",1.64,0.15,0.1,0,181,8.18,1.19,0.89,14,5,4,NA,NA
"PYBI_44-T","2022-2023",0,0,0,0,0,0,0,0,"0",0,0,0,0,NA,2.02,0,0,2,1,1,NA,NA
"PYBI_44-T","2023-2024",0,0,0,0,0,0,0,0,"0",0,0,0,0,NA,0,0,0,1,1,1,NA,NA
"PYBI_44","2017-2018",0,0,0,0,0,0,12,5,"6",1.55,0.5,0.5,0,67,10,5.54,5.54,24,12,12,NA,NA
"PYBI_44","2018-2019",2,1,1,63,40.5,85.5,15,6,"6",1.53,0.62,0.25,0,126,9.96,2.81,2.08,23,9,7,0.23,2
"PYBI_44","2019-2020",1,1,0,17.5,17.5,0,0,0,"0",0.51,0.34,0.34,0,73,6.55,2.99,3.23,13,7,8,NA,NA
"PYBI_44","2020-2021",1,0,1,19.2,0,19.2,0,0,"0",2.04,0.3,0.43,0,143,11.13,3.21,2.77,21,9,10,NA,NA
"PYBI_44","2021-2022",3,2,1,41.63,18,88.9,0,0,"0",1.19,0.42,0.24,2,131,7.27,2.54,1.63,11,4,3,NA,NA
"PYBI_44","2021-2022",3,2,1,41.63,18,88.9,0,0,"0",1.19,0.42,0.24,0,131,7.27,2.54,1.63,11,4,3,NA,NA
"PYBI_44","2022-2023",0,0,0,0,0,0,0,0,"0",1.4,0.04,0.04,0,126,4.7,1.24,1.35,11,4,4,NA,NA
"PYBI_44","2023-2024",0,0,0,0,0,0,0,0,"0",1,0.29,0.29,0,140,7.04,2.61,2.61,14,6,7,NA,NA
"PYBI_44","2024-2025",1,0,1,22.3,0,22.3,8,4,"4",1.07,0.01,0.01,13,118,3.25,0.84,0.84,13,8,8,0.13,8
"PYBI_44","2024-2025",1,0,1,22.3,0,22.3,8,4,"4",1.07,0.01,0.01,0,118,3.25,0.84,0.84,13,8,8,0.13,8
"PYBI_45-T","2018-2019",0,0,0,0,0,0,0,0,"0",0.66,0,0,0,63,3.75,0,0,6,1,1,NA,NA
"PYBI_45-T","2019-2020",0,0,0,0,0,0,0,0,"0",0.17,NA,NA,0,NA,3.83,0,0,6,0,0,NA,NA
"PYBI_45-T","2020-2021",0,0,0,0,0,0,0,0,"0",0.26,NA,NA,0,32,2.1,0,0,6,0,0,NA,NA
"PYBI_45-T","2021-2022",0,0,0,0,0,0,0,0,"0",0.36,0,0,0,58,2.01,0.74,0.74,4,2,2,NA,NA
"PYBI_45-T","2022-2023",0,0,0,0,0,0,0,0,"0",0.17,NA,NA,0,41,1.7,0,0,3,0,0,NA,NA
"PYBI_45","2017-2018",0,0,0,0,0,0,5,3,"3",4.64,0.04,0.45,0,42,8.88,1.73,2.26,17,3,5,NA,NA
"PYBI_45","2018-2019",2,1,1,65.35,49.9,80.8,29,20,"20",4.03,1.06,1.06,0,158,20.73,7.18,7.37,40,20,20,NA,NA
"PYBI_45","2019-2020",5,3,2,61.98,15.97,131,28,27,"8",1.35,0.22,0.6,5,158,6.81,1.62,2.87,31,13,12,0.38,3
"PYBI_45","2019-2020",5,3,2,61.98,15.97,131,28,27,"8",1.35,0.22,0.6,0,158,6.81,1.62,2.87,31,13,12,0.38,3
"PYBI_45","2020-2021",1,0,1,71.4,0,71.4,21,17,"10",1.9,0.95,0.81,0,141,9.87,6.37,4.82,23,12,10,0.22,4
"PYBI_45","2021-2022",1,0,1,106.8,0,106.8,14,12,"4",1.13,0.34,0.41,2,161,6.46,2.34,2.55,20,10,10,0.3,5
"PYBI_45","2021-2022",1,0,1,106.8,0,106.8,14,12,"4",1.13,0.34,0.41,0,161,6.46,2.34,2.55,20,10,10,0.3,5
"PYBI_45","2022-2023",6,4,2,47.09,15.53,110.22,15,10,"4",1.97,0.65,0.48,0,179,6.1,2.86,2.29,16,11,9,0.24,6
"PYBI_45","2024-2025",0,0,0,0,0,0,3,3,"1",2.51,0.37,2.51,16,34,1.76,3.21,4.66,5,4,5,NA,NA
"PYBI_45","2024-2025",0,0,0,0,0,0,3,3,"1",2.51,0.37,2.51,0,34,1.76,3.21,4.66,5,4,5,NA,NA
"PYBI_47-T","2017-2018",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0.38,0,0,2,0,0,NA,NA
"PYBI_47-T","2018-2019",0,0,0,0,0,0,0,0,"0",0.76,0.04,0.04,0,170,5.07,0.58,0.58,15,3,3,NA,NA
"PYBI_47-T","2019-2020",0,0,0,0,0,0,0,0,"0",0.44,0.02,0,0,24,2.71,1.19,0.66,8,3,2,NA,NA
"PYBI_47-T","2020-2021",0,0,0,0,0,0,0,0,"0",0.61,0.03,0.03,0,93,4.19,0.55,0.55,9,3,3,NA,NA
"PYBI_47-T","2021-2022",0,0,0,0,0,0,0,0,"0",0.07,0,0,0,77,1.56,0,0,4,1,1,NA,NA
"PYBI_47","2017-2018",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0.29,0,0,2,0,0,NA,NA
"PYBI_47","2018-2019",3,1,2,85.13,30.2,112.6,31,17,"12",0.72,0.51,0.55,0,154,9.76,3.66,3.76,32,11,12,NA,NA
"PYBI_47","2019-2020",3,0,3,58,0,58,15,8,"7",1.49,0.15,0.16,0,156,8.79,2.24,2.24,24,8,7,0.37,3
"PYBI_47","2020-2021",1,0,1,88.6,0,88.6,18,13,"6",0.94,0.43,0.73,0,134,7.74,3.02,3.64,20,10,11,0.2,4
"PYBI_47","2021-2022",0,0,0,0,0,0,9,6,"1",0.45,0.1,0,0,92,3.03,1.3,0.62,8,3,2,NA,NA
"PYBI_48-T","2018-2019",0,0,0,0,0,0,0,0,"0",0.02,0,0,0,62,0.53,0,0,6,1,1,NA,NA
"PYBI_48","2017-2018",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0.18,0,0,2,0,0,NA,NA
"PYBI_48","2018-2019",0,0,0,0,0,0,20,13,"12",0.06,0,0,0,162,1.33,0.12,0.12,23,8,8,NA,NA
"PYBI_49-T","2018-2019",0,0,0,0,0,0,0,0,"0",0.17,NA,NA,0,NA,1.58,0,0,4,0,0,NA,NA
"PYBI_49","2018-2019",4,2,2,28.4,16,40.8,20,17,"17",1.17,0.3,0.14,0,111,4.86,2.54,2.17,23,16,16,NA,NA
"PYBI_50-T","2018-2019",0,0,0,0,0,0,0,0,"0",0.11,0.01,0,0,63,1.21,0.42,0.13,10,5,4,NA,NA
"PYBI_50-T","2019-2020",0,0,0,0,0,0,0,0,"0",0.6,0.03,0.02,0,131,3.5,1.17,1.07,8,5,4,NA,NA
"PYBI_50-T","2020-2021",0,0,0,0,0,0,0,0,"0",0.13,0,0,0,81,1.27,0.14,0.14,5,2,2,NA,NA
"PYBI_50","2018-2019",0,0,0,0,0,0,15,5,"5",0.24,0.03,0.03,0,104,2.42,0.75,0.71,17,9,9,NA,NA
"PYBI_50","2019-2020",3,2,1,22.6,15.6,36.6,19,9,"7",0.76,0.17,0.24,0,150,9.8,2.45,3.45,23,8,9,0.25,2
"PYBI_50","2020-2021",2,1,1,60.05,31.8,88.3,10,7,"4",0.81,0.13,0.25,0,173,3.51,1.37,1.68,10,4,5,NA,NA
"PYBI_51-T","2018-2019",0,0,0,0,0,0,0,0,"0",0.16,0,0,0,56,2.44,0.42,0.42,11,2,2,NA,NA
"PYBI_51-T","2019-2020",0,0,0,0,0,0,0,0,"0",0.01,NA,NA,0,NA,1.38,0,0,4,0,0,NA,NA
"PYBI_51-T","2020-2021",0,0,0,0,0,0,0,0,"0",0.03,NA,NA,0,38,0.71,0,0,4,0,0,NA,NA
"PYBI_51-T","2021-2022",0,0,0,0,0,0,0,0,"0",0.85,NA,0,0,164,4.77,0,0,7,0,1,NA,NA
"PYBI_51-T","2022-2023",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,36,0.05,0,0,2,0,0,NA,NA
"PYBI_51","2018-2019",3,2,1,28.8,17.75,50.9,15,10,"10",0.41,0.27,0.3,0,99,6.07,3.46,3.97,20,12,12,NA,NA
"PYBI_51","2019-2020",1,0,1,30.6,0,30.6,25,15,"9",0.59,0.51,0.08,0,153,6.96,4.31,2.01,28,16,11,0.7,2
"PYBI_51","2020-2021",4,2,2,15.22,10.05,20.4,13,9,"6",2.03,0,0,0,101,5.15,0.3,0.19,20,7,8,NA,NA
"PYBI_51","2021-2022",0,0,0,0,0,0,20,17,"1",0.68,0.02,0.04,0,144,3.16,0.63,0.66,18,11,10,NA,NA
"PYBI_51","2022-2023",1,0,1,109.5,0,109.5,5,2,"1",0.25,NA,NA,0,56,2.41,0,0,4,0,0,NA,NA
"PYBI_52-T","2018-2019",0,0,0,0,0,0,0,0,"0",0.5,0,0,0,NA,4.65,0,0,10,1,1,NA,NA
"PYBI_52-T","2019-2020",0,0,0,0,0,0,0,0,"0",1.49,0.07,0.07,0,97,6.63,1.19,1.19,11,5,5,NA,NA
"PYBI_52-T","2020-2021",0,0,0,0,0,0,0,0,"0",0.21,0,NA,0,56,1.48,0,0,3,1,0,NA,NA
"PYBI_52-T","2021-2022",0,0,0,0,0,0,0,0,"0",0.68,0,NA,0,65,2.53,1.19,0,5,2,0,NA,NA
"PYBI_52-T","2022-2023",0,0,0,0,0,0,0,0,"0",0.22,0,0,0,113,2.31,0,0,3,1,1,NA,NA
"PYBI_52-T","2023-2024",0,0,0,0,0,0,0,0,"0",0.02,NA,0,0,26,0.59,0,0,4,0,2,NA,NA
"PYBI_52-T","2024-2025",0,0,0,0,0,0,0,0,"0",0,NA,0,0,NA,0,0,0,1,0,1,NA,NA
"PYBI_52","2018-2019",0,0,0,0,0,0,11,8,"4",1.3,0.01,0.01,0,94,7.98,0.92,0.48,18,9,8,NA,NA
"PYBI_52","2019-2020",1,0,1,76.7,0,76.7,18,11,"5",2.4,0.44,0.25,0,132,11.77,3.19,2.31,20,8,6,NA,NA
"PYBI_52","2020-2021",4,2,2,32.45,18.55,46.35,9,6,"4",4.83,0.05,0.29,28,140,14.1,1.19,3.11,22,8,10,0.17,3
"PYBI_52","2020-2021",4,2,2,32.45,18.55,46.35,9,6,"4",4.83,0.05,0.29,0,140,14.1,1.19,3.11,22,8,10,0.17,3
"PYBI_52","2021-2022",4,3,1,38.8,16.97,104.3,17,13,"6",3.74,0.37,0.39,0,176,10.9,3.1,3.21,24,13,14,0.11,4
"PYBI_52","2022-2023",1,0,1,107.6,0,107.6,16,10,"2",3.2,0.43,0.81,6,170,8.29,2.98,3.34,17,8,8,0.4,5
"PYBI_52","2022-2023",1,0,1,107.6,0,107.6,16,10,"2",3.2,0.43,0.81,0,170,8.29,2.98,3.34,17,8,8,0.4,5
"PYBI_52","2023-2024",0,0,0,0,0,0,7,3,"3",0.9,0.02,0,0,91,5.24,0.91,0.51,9,4,3,NA,NA
"PYBI_52","2024-2025",1,0,1,79,0,79,6,5,"4",1.17,0.34,0.34,0,136,6.49,4,3.93,10,7,6,NA,NA
"PYBI_53-T","2018-2019",0,0,0,0,0,0,0,0,"0",0.15,NA,NA,0,NA,2.12,0,0,4,0,0,NA,NA
"PYBI_53-T","2019-2020",0,0,0,0,0,0,0,0,"0",1.16,0,0,0,41,4.49,0,0,4,1,1,NA,NA
"PYBI_53-T","2020-2021",0,0,0,0,0,0,0,0,"0",0,0,0,0,NA,0,0,0,1,1,1,NA,NA
"PYBI_53-T","2021-2022",0,0,0,0,0,0,0,0,"0",0.22,NA,NA,0,22,2.87,0,0,3,0,0,NA,NA
"PYBI_53-T","2022-2023",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_53-T","2023-2024",0,0,0,0,0,0,0,0,"0",1.87,0,0,0,87,4.42,0,0,5,2,2,NA,NA
"PYBI_53","2018-2019",2,1,1,24.8,17.3,32.3,13,10,"10",4.83,0.76,0.76,0,62,12.7,5.29,5.29,22,13,13,NA,NA
"PYBI_53","2019-2020",2,0,2,42.8,0,42.8,23,13,"7",4.86,0.32,0.32,0,177,16.8,4.54,4.23,33,13,11,0.35,2
"PYBI_53","2020-2021",1,1,0,19.6,19.6,0,13,12,"6",6.58,1.47,0.44,0,164,15.29,3.87,2.52,25,11,9,0.47,3
"PYBI_53","2021-2022",1,0,1,106.7,0,106.7,15,13,"7",7.29,0.09,0.09,0,153,11.71,1.4,1.52,20,11,10,0.18,4
"PYBI_53","2022-2023",1,0,1,16.6,0,16.6,10,8,"1",2.11,0.34,0.27,0,148,11.42,3.74,3.18,16,10,7,0.05,5
"PYBI_53","2023-2024",1,0,1,96.4,0,96.4,13,10,"6",1.11,0.06,0.08,0,126,4.07,0.92,1.14,13,6,8,NA,NA
"PYBI_53","2024-2025",3,0,3,92.06,0,92.06,12,10,"10",2.52,1.44,1.43,0,135,7.16,3.67,3.57,14,10,9,NA,NA
"PYBI_54-T","2018-2019",0,0,0,0,0,0,0,0,"0",1.88,0,0,0,NA,8.77,0,0,11,1,1,NA,NA
"PYBI_54-T","2019-2020",0,0,0,0,0,0,0,0,"0",0,0,NA,0,56,0.5,0,0,2,1,0,NA,NA
"PYBI_54","2018-2019",2,1,1,63.8,14.1,113.5,15,10,"10",7.65,0.15,0.15,0,83,11.17,1.51,1.55,22,13,14,NA,NA
"PYBI_54","2019-2020",0,0,0,0,0,0,4,2,"",0.25,0,0,0,91,2.58,0,0,7,1,1,NA,NA
"PYBI_55-T","2018-2019",0,0,0,0,0,0,0,0,"0",0.36,NA,NA,0,NA,2.08,0,0,5,0,0,NA,NA
"PYBI_55-T","2019-2020",0,0,0,0,0,0,0,0,"0",0.43,0,NA,0,62,3.31,0,0,10,1,0,NA,NA
"PYBI_55-T","2020-2021",0,0,0,0,0,0,0,0,"0",0.26,0,0.01,0,169,2.01,0,0.33,9,1,3,NA,NA
"PYBI_55-T","2021-2022",0,0,0,0,0,0,0,0,"0",0.05,0.05,0.03,0,124,1.26,0.93,0.69,7,6,5,NA,NA
"PYBI_55-T","2022-2023",0,0,0,0,0,0,0,0,"0",0.4,NA,NA,0,NA,2.61,0,0,3,0,0,NA,NA
"PYBI_55-T","2023-2024",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0.54,0,0,2,0,0,NA,NA
"PYBI_55","2018-2019",2,2,0,19.45,19.45,0,14,13,"9",0.67,0,0,0,84,3.5,0.21,0.22,27,8,9,NA,NA
"PYBI_55","2019-2020",0,0,0,0,0,0,12,4,"",0.58,0.04,0.04,0,113,4.01,1.32,1.27,13,7,6,NA,NA
"PYBI_55","2020-2021",0,0,0,0,0,0,17,4,"2",0.53,0,0.01,0,143,4.35,0.22,0.29,26,4,5,NA,NA
"PYBI_55","2021-2022",1,1,0,38.4,38.4,0,14,3,"1",0.29,0.03,0.03,0,165,2.66,0.54,0.62,17,3,4,NA,NA
"PYBI_55","2022-2023",1,1,0,7.9,7.9,0,6,1,"2",0.81,0,0,0,134,3.32,0.05,0.06,14,3,4,NA,NA
"PYBI_55","2023-2024",1,1,0,28.2,28.2,0,8,5,"",0.03,0,0,0,106,0.86,0.04,0.04,10,5,5,NA,NA
